File,TF-IDF,Proportion Weight
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002488\10-Q\0000002488-21-000116\full-submission.txt,0.8357875511977431,0.15760001768603116
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002488\10-Q\0000002488-21-000178\full-submission.txt,0.34701505252352005,0.9635047271057064
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002488\10-Q\0000002488-22-000078\full-submission.txt,0.5894011136997354,0.4474770694824134
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002488\10-Q\0000002488-22-000123\full-submission.txt,0.3813412394486,0.9003698807241228
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002488\10-Q\0000002488-22-000170\full-submission.txt,0.440446302220011,0.7679183684573007
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-18-000014\full-submission.txt,0.6714197707235727,0.015716381227830367
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-18-000026\full-submission.txt,0.5310292689187968,0.9864066573731514
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-18-000034\full-submission.txt,0.3664122114119095,0.6058210516562906
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-19-000014\full-submission.txt,0.9198368919182418,0.8458679132364096
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-19-000029\full-submission.txt,0.6764559122221955,0.37856828152555144
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-19-000042\full-submission.txt,0.21583142647888998,0.7146708564102333
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-20-000010\full-submission.txt,0.11278842990363802,0.8612411438022607
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-20-000019\full-submission.txt,0.5355395014602264,0.16368031775277325
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-20-000035\full-submission.txt,0.3400030785654157,0.17496354765758415
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-21-000012\full-submission.txt,0.8537217467226959,0.43373681967868927
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-21-000025\full-submission.txt,0.903187910263541,0.31069301986873066
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-21-000043\full-submission.txt,0.7500400885874582,0.5395554751148192
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-22-000010\full-submission.txt,0.020786296395745696,0.9760783012627081
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-22-000026\full-submission.txt,0.9661785003954241,0.466343173180655
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000002969\10-Q\0000002969-22-000038\full-submission.txt,0.9408342548268097,0.8329104443534598
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-18-000011\full-submission.txt,0.5086002182865791,0.7299535696357828
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-18-000021\full-submission.txt,0.6960247270240998,0.9762955777447445
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-18-000032\full-submission.txt,0.5021177956616074,0.7642306124729147
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-19-000013\full-submission.txt,0.43557533585028285,0.02147551180764018
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-19-000022\full-submission.txt,0.43636334910331764,0.29635687073275774
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-19-000041\full-submission.txt,0.9579277074904172,0.8832866475597939
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-20-000007\full-submission.txt,0.6335848014775156,0.816220689797124
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-20-000027\full-submission.txt,0.007984762727017425,0.5572758539806074
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-20-000046\full-submission.txt,0.3651741226292805,0.3833713948605044
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-21-000013\full-submission.txt,0.8290920887924673,0.5943866353593603
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-21-000029\full-submission.txt,0.5544920965622725,0.022651238130703466
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-21-000050\full-submission.txt,0.8667853667313775,0.023419020229139442
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-22-000010\full-submission.txt,0.2680353738558465,0.35247535198481683
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-22-000015\full-submission.txt,0.92872064107391,0.11626548316452467
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004127\10-Q\0000004127-22-000034\full-submission.txt,0.05718909650826298,0.09439852189311027
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-18-000060\full-submission.txt,0.8034303392348202,0.8955401951762079
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-18-000109\full-submission.txt,0.5879292403406696,0.44541407713639336
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-18-000127\full-submission.txt,0.4072403213269772,0.8562738377596861
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-19-000059\full-submission.txt,0.8601881687633468,0.26124520039795174
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-19-000096\full-submission.txt,0.7960634596256001,0.3180715967730937
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-19-000121\full-submission.txt,0.4075521052646408,0.8209889699094308
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-20-000109\full-submission.txt,0.6390670281234451,0.855459079290281
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-20-000160\full-submission.txt,0.046066664885716646,0.44833273800303264
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-20-000185\full-submission.txt,0.14794427015509926,0.9554742879798843
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-21-000064\full-submission.txt,0.4765543092444635,0.9346268089536569
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-21-000068\full-submission.txt,0.2455034374508861,0.796847280491314
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-21-000073\full-submission.txt,0.514259177172331,0.661551683002732
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-22-000008\full-submission.txt,0.33553956424159626,0.4732143527895556
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-22-000017\full-submission.txt,0.38525239820789514,0.35539197644153264
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004281\10-Q\0000004281-22-000020\full-submission.txt,0.15466074714128086,0.0963104776257353
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001564590-18-010026\full-submission.txt,0.1171027186498681,0.48258574506988006
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001564590-18-018485\full-submission.txt,0.3313240657784293,0.4964824111508488
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001564590-18-028852\full-submission.txt,0.4836168063799561,0.4308928576647648
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001564590-19-014806\full-submission.txt,0.9061486467393529,0.9004075329088679
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001564590-19-029357\full-submission.txt,0.8654197468284269,0.6066330341782519
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001564590-19-041724\full-submission.txt,0.4531666675118964,0.006350453837065895
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001564590-20-022922\full-submission.txt,0.22719623835558656,0.58828963163914
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001628280-20-011992\full-submission.txt,0.357881160267854,0.07962929516761308
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001628280-20-015747\full-submission.txt,0.0987623079480352,0.36741034340461765
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001628280-21-009296\full-submission.txt,0.8931695607656307,0.8138590107088628
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001628280-21-015850\full-submission.txt,0.12016751962636951,0.2789629455013797
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001628280-21-021768\full-submission.txt,0.7011496266225733,0.6045805949494114
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001628280-22-012659\full-submission.txt,0.28681116964346987,0.09844489896649034
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001628280-22-021084\full-submission.txt,0.3250679025097418,0.7341492406934425
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004447\10-Q\0001628280-22-028196\full-submission.txt,0.9970953138991723,0.25231666377473816
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-18-000019\full-submission.txt,0.1258996852940012,0.48489867519219876
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-18-000039\full-submission.txt,0.857744234477219,0.15182298817373763
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-18-000055\full-submission.txt,0.7771779429252846,0.5417496106484766
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-19-000020\full-submission.txt,0.622224141558287,0.16584632046832126
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-19-000040\full-submission.txt,0.7747964892996957,0.5585962276901837
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-19-000050\full-submission.txt,0.4526091549262725,0.23810070432682695
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-20-000046\full-submission.txt,0.7185681863269123,0.556067985932022
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-20-000062\full-submission.txt,0.2899420607468389,0.9313547945001427
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-20-000084\full-submission.txt,0.7227552203714638,0.15765315251499112
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-21-000033\full-submission.txt,0.8271679744466308,0.5221706873470716
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-21-000052\full-submission.txt,0.39411527730466767,0.7306481575940754
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-21-000069\full-submission.txt,0.005160055420402987,0.4986182880654607
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-22-000053\full-submission.txt,0.7868865536979809,0.2373813855314565
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-22-000074\full-submission.txt,0.6871748614645404,0.13545152337890487
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004904\10-Q\0000004904-22-000093\full-submission.txt,0.6951936174846305,0.5572219566096888
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-18-000060\full-submission.txt,0.5329997664787716,0.5342268822206981
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-18-000095\full-submission.txt,0.6119054304955087,0.4087446282083268
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-18-000121\full-submission.txt,0.10300241500849772,0.8038012822080217
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-19-000031\full-submission.txt,0.227574738774578,0.28555303634884255
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-19-000051\full-submission.txt,0.35617833230674334,0.49729957702800964
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-19-000086\full-submission.txt,0.5514186638939933,0.003629055600751774
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-20-000054\full-submission.txt,0.5864505417433218,0.735442953672388
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-20-000079\full-submission.txt,0.30456411705429953,0.5054081134831241
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-20-000098\full-submission.txt,0.09236784509651719,0.33786662826985336
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-21-000028\full-submission.txt,0.24300236220204385,0.3452565612819857
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-21-000042\full-submission.txt,0.4002733722015932,0.7347355402777526
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-21-000060\full-submission.txt,0.7136790907580904,0.15915294916681377
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-22-000028\full-submission.txt,0.8893991571882942,0.16757115699782654
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-22-000041\full-submission.txt,0.8505761221725364,0.8173584749082697
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-22-000054\full-submission.txt,0.1151519501031889,0.21684374709273913
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-18-000073\full-submission.txt,0.41165632268958363,0.8730664781148434
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-18-000114\full-submission.txt,0.9804471680145777,0.8860252878933164
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-18-000152\full-submission.txt,0.7904258821241363,0.05969226654041737
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-19-000077\full-submission.txt,0.4988093693375111,0.6702041159496457
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-19-000136\full-submission.txt,0.5295909336435307,0.2538763613024134
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-19-000175\full-submission.txt,0.8533422548870685,0.4274365246592351
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-20-000056\full-submission.txt,0.31950442638896825,0.44400828297802464
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-20-000104\full-submission.txt,0.8416461924324578,0.5253642282114717
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-20-000130\full-submission.txt,0.5423235305533807,0.815370963103719
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-21-000063\full-submission.txt,0.6568444992641158,0.33445311533372024
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-21-000123\full-submission.txt,0.48197936224153637,0.24679798348196713
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-21-000145\full-submission.txt,0.5209893726885597,0.16147136921943184
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-22-000076\full-submission.txt,0.5230336940681789,0.17425985934022403
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-22-000125\full-submission.txt,0.47847625050218123,0.7693717479931939
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-22-000145\full-submission.txt,0.49826880039642185,0.994455919768909
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-18-000031\full-submission.txt,0.5064103867630252,0.8342140582112012
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-18-000037\full-submission.txt,0.7110894033259768,0.5341886069026613
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-18-000043\full-submission.txt,0.7958649077969565,0.7037399765555649
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-19-000031\full-submission.txt,0.0448206787833525,0.8706455812504313
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-19-000047\full-submission.txt,0.9420601959572164,0.11879489300031298
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-19-000054\full-submission.txt,0.8093804699552934,0.08474543644580323
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-22-000021\full-submission.txt,0.9251344653074397,0.04188431167492934
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-22-000027\full-submission.txt,0.3643790627516216,0.938971278115348
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-20-056631\full-submission.txt,0.31412933852674585,0.1435461140699984
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-20-090177\full-submission.txt,0.10353629665370623,0.5603849432505169
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-20-122282\full-submission.txt,0.7268974803287004,0.26749521255523245
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-21-062977\full-submission.txt,0.5867103321098744,0.17676887752725934
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-21-101301\full-submission.txt,0.4484270464756297,0.5719766938004356
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-21-134956\full-submission.txt,0.7705709527804873,0.9862268674829967
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-22-056167\full-submission.txt,0.4375099389581364,0.9054614046732409
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-18-000018\full-submission.txt,0.5900920614264696,0.5597715085858462
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-18-000084\full-submission.txt,0.07882095968005676,0.6701105834617528
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-18-000106\full-submission.txt,0.8849690173816037,0.743420120681218
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-19-000013\full-submission.txt,0.9334731401271644,0.8460417965261394
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-19-000089\full-submission.txt,0.3477046097184998,0.09896525439888859
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-19-000115\full-submission.txt,0.9749352686783841,0.11489881071651664
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-20-000013\full-submission.txt,0.7275418550623711,0.8537191478869676
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-20-000087\full-submission.txt,0.8382693886500892,0.9291470524913212
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-20-000123\full-submission.txt,0.06953905835511165,0.9237657034344778
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-21-000022\full-submission.txt,0.8618170170667542,0.43312323097069605
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-21-000169\full-submission.txt,0.5894879458460938,0.6679935072567394
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-21-000197\full-submission.txt,0.22492432679390129,0.5937216252977991
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-22-000020\full-submission.txt,0.5974258802676341,0.625642825965255
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-22-000168\full-submission.txt,0.5694646772823455,0.1541172262599131
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-22-000224\full-submission.txt,0.3378924940666559,0.2079066692866578
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-18-000008\full-submission.txt,0.30697211512274414,0.9799615622541584
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-18-000017\full-submission.txt,0.940745277926692,0.907783780355758
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-18-000029\full-submission.txt,0.4145548247892449,0.329787604338994
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-19-000008\full-submission.txt,0.525338995863975,0.691597844354637
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-19-000019\full-submission.txt,0.27082814806565536,0.24370415298001158
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-19-000029\full-submission.txt,0.6041998445481688,0.12500692467395413
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-20-000014\full-submission.txt,0.3549754458234914,0.1900872457327658
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-20-000028\full-submission.txt,0.16274196538072605,0.7590139748825788
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-20-000037\full-submission.txt,0.5902620445547401,0.17032803410436148
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-21-000013\full-submission.txt,0.3597142842967146,0.003746407814293251
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-21-000023\full-submission.txt,0.07397448606635859,0.8958375973402669
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-21-000034\full-submission.txt,0.391913994662874,0.0636205269058625
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-22-000011\full-submission.txt,0.868873774472485,0.3650585171219458
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-22-000022\full-submission.txt,0.45109514866504297,0.5826331441592497
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006951\10-Q\0000006951-22-000032\full-submission.txt,0.1818369645917468,0.32199073264573763
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000007084\10-Q\0000007084-18-000021\full-submission.txt,0.9038200683951154,0.9204511686961072
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000007084\10-Q\0000007084-18-000032\full-submission.txt,0.5156857757463397,0.07607841446330099
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000007084\10-Q\0000007084-18-000039\full-submission.txt,0.7568938246537492,0.44283827340491866
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000007084\10-Q\0000007084-19-000018\full-submission.txt,0.8268048325115693,0.9816749998294895
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000007084\10-Q\0000007084-19-000028\full-submission.txt,0.23206485302680768,0.6582092572153783
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000007084\10-Q\0000007084-19-000034\full-submission.txt,0.6674740128275334,0.7565638899117143
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000007084\10-Q\0000007084-20-000015\full-submission.txt,0.41188911876050505,0.5865364227126274
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000007084\10-Q\0000007084-20-000025\full-submission.txt,0.8111920195837844,0.28157445410167004
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000007084\10-Q\0000007084-20-000038\full-submission.txt,0.5621589060858375,0.7137747488289177
